user_id,product_id,quantity,timestamp,age,gender,location,product_name,category,price,brand,day_of_week,time_of_day,weather
912,93,4,2022-03-09 22:18:02.268226822,77,female,Newcastle,Product 93,Meat,0.5498782923223415,Brand C,Wednesday,afternoon,cloudy
62,93,2,2022-04-17 17:39:04.914491448,79,male,Glasgow,Product 93,Meat,0.5498782923223415,Brand C,Sunday,morning,cloudy
766,93,1,2022-12-07 20:20:05.400540052,49,male,Manchester,Product 93,Meat,0.5498782923223415,Brand C,Wednesday,evening,cloudy
477,93,4,2022-07-25 21:34:32.727272726,78,female,London,Product 93,Meat,0.5498782923223415,Brand C,Monday,morning,cloudy
669,93,5,2022-05-08 23:00:39.963996400,30,male,Glasgow,Product 93,Meat,0.5498782923223415,Brand C,Sunday,afternoon,rainy
166,93,4,2022-01-22 15:50:38.343834383,41,male,Southampton,Product 93,Meat,0.5498782923223415,Brand C,Saturday,morning,rainy
862,93,2,2022-12-18 14:04:21.386138612,31,female,Belfast,Product 93,Meat,0.5498782923223415,Brand C,Sunday,afternoon,rainy
810,93,1,2022-06-12 04:16:38.019801980,42,male,Glasgow,Product 93,Meat,0.5498782923223415,Brand C,Sunday,evening,rainy
971,93,2,2022-03-28 16:14:58.649864986,19,female,Sheffield,Product 93,Meat,0.5498782923223415,Brand C,Monday,morning,cloudy
844,93,1,2022-05-23 12:29:09.774977498,77,male,Birmingham,Product 93,Meat,0.5498782923223415,Brand C,Monday,afternoon,sunny
307,93,3,2022-04-28 21:52:24.194419442,24,female,Belfast,Product 93,Meat,0.5498782923223415,Brand C,Thursday,afternoon,sunny
711,93,1,2022-07-11 15:05:25.112511250,43,female,Leeds,Product 93,Meat,0.5498782923223415,Brand C,Monday,morning,rainy
590,93,4,2022-08-18 09:06:14.797479748,32,female,Newcastle,Product 93,Meat,0.5498782923223415,Brand C,Thursday,morning,sunny
735,93,4,2022-05-01 07:32:12.313231322,73,female,Liverpool,Product 93,Meat,0.5498782923223415,Brand C,Sunday,morning,sunny
445,93,3,2022-05-13 06:06:22.358235824,55,female,Southampton,Product 93,Meat,0.5498782923223415,Brand C,Friday,afternoon,sunny
22,93,3,2022-04-14 18:00:32.403240324,19,male,Glasgow,Product 93,Meat,0.5498782923223415,Brand C,Thursday,evening,rainy
461,93,2,2022-06-08 21:38:43.312331232,62,male,Glasgow,Product 93,Meat,0.5498782923223415,Brand C,Wednesday,morning,rainy
717,93,5,2022-09-18 18:13:21.440144012,18,male,Edinburgh,Product 93,Meat,0.5498782923223415,Brand C,Sunday,evening,cloudy
507,93,3,2022-02-20 23:09:44.338433843,35,female,Leeds,Product 93,Meat,0.5498782923223415,Brand C,Sunday,afternoon,rainy
612,93,5,2022-08-26 17:10:42.664266424,78,female,Manchester,Product 93,Meat,0.5498782923223415,Brand C,Friday,morning,sunny
209,93,5,2022-11-10 06:04:47.308730872,27,male,Manchester,Product 93,Meat,0.5498782923223415,Brand C,Thursday,evening,cloudy
684,93,3,2022-01-31 16:31:06.426642664,49,male,Nottingham,Product 93,Meat,0.5498782923223415,Brand C,Monday,morning,cloudy
34,93,3,2022-01-24 15:01:23.168316831,38,female,Leeds,Product 93,Meat,0.5498782923223415,Brand C,Monday,evening,cloudy
835,93,2,2022-07-31 02:30:46.984698468,34,male,Edinburgh,Product 93,Meat,0.5498782923223415,Brand C,Sunday,afternoon,sunny
642,93,4,2022-04-14 17:08:07.128712871,29,female,Southampton,Product 93,Meat,0.5498782923223415,Brand C,Thursday,morning,rainy
498,93,4,2022-03-23 09:33:53.843384338,76,female,Edinburgh,Product 93,Meat,0.5498782923223415,Brand C,Wednesday,evening,rainy
286,93,4,2022-01-18 14:51:52.871287128,51,male,Liverpool,Product 93,Meat,0.5498782923223415,Brand C,Tuesday,afternoon,sunny
349,93,3,2022-05-13 16:35:25.652565256,43,female,Birmingham,Product 93,Meat,0.5498782923223415,Brand C,Friday,morning,sunny
372,93,4,2022-03-08 03:29:23.816381638,75,female,Cardiff,Product 93,Meat,0.5498782923223415,Brand C,Tuesday,morning,rainy
957,93,4,2022-02-21 12:16:03.456345634,19,male,Birmingham,Product 93,Meat,0.5498782923223415,Brand C,Monday,evening,sunny
957,93,2,2022-07-20 00:54:43.528352834,19,male,Birmingham,Product 93,Meat,0.5498782923223415,Brand C,Wednesday,afternoon,sunny
54,93,4,2022-03-24 08:16:50.981098109,40,male,Newcastle,Product 93,Meat,0.5498782923223415,Brand C,Thursday,afternoon,rainy
245,93,5,2022-03-16 02:49:38.937893789,62,female,Leeds,Product 93,Meat,0.5498782923223415,Brand C,Wednesday,evening,rainy
674,93,2,2022-01-28 19:29:49.738973897,22,male,Glasgow,Product 93,Meat,0.5498782923223415,Brand C,Friday,morning,sunny
989,93,1,2022-08-29 10:42:18.253825380,74,female,Nottingham,Product 93,Meat,0.5498782923223415,Brand C,Monday,afternoon,cloudy
598,93,5,2022-10-06 02:58:17.389738972,40,female,Glasgow,Product 93,Meat,0.5498782923223415,Brand C,Thursday,afternoon,rainy
750,93,2,2022-05-19 19:22:11.773177318,18,female,Belfast,Product 93,Meat,0.5498782923223415,Brand C,Thursday,afternoon,cloudy
704,93,4,2022-10-02 10:43:44.662466244,48,female,Edinburgh,Product 93,Meat,0.5498782923223415,Brand C,Sunday,evening,cloudy
133,93,1,2022-09-12 11:56:54.221422140,55,male,Liverpool,Product 93,Meat,0.5498782923223415,Brand C,Monday,morning,rainy
986,93,3,2022-04-27 22:17:01.782178218,61,male,London,Product 93,Meat,0.5498782923223415,Brand C,Wednesday,afternoon,rainy
885,93,3,2022-02-09 17:11:34.509450945,49,male,Leeds,Product 93,Meat,0.5498782923223415,Brand C,Wednesday,morning,sunny
806,93,5,2022-10-07 00:48:49.252925292,20,male,Edinburgh,Product 93,Meat,0.5498782923223415,Brand C,Friday,morning,sunny
908,93,3,2022-02-05 06:36:11.017101710,18,female,Newcastle,Product 93,Meat,0.5498782923223415,Brand C,Saturday,morning,rainy
550,93,4,2022-05-12 03:01:18.847884788,33,male,Glasgow,Product 93,Meat,0.5498782923223415,Brand C,Thursday,afternoon,sunny
872,93,4,2022-05-06 12:28:26.570657066,24,male,Liverpool,Product 93,Meat,0.5498782923223415,Brand C,Friday,evening,rainy
240,93,4,2022-12-10 04:15:02.970297028,41,male,Leeds,Product 93,Meat,0.5498782923223415,Brand C,Saturday,afternoon,sunny
396,93,2,2022-08-26 12:48:36.291629160,58,female,Cardiff,Product 93,Meat,0.5498782923223415,Brand C,Friday,evening,cloudy
165,93,1,2022-11-24 09:04:13.825382536,61,male,Manchester,Product 93,Meat,0.5498782923223415,Brand C,Thursday,afternoon,rainy
693,93,2,2022-04-09 03:27:40.126012601,53,female,Leeds,Product 93,Meat,0.5498782923223415,Brand C,Saturday,afternoon,rainy
217,93,5,2022-10-18 04:09:43.258325832,29,female,Sheffield,Product 93,Meat,0.5498782923223415,Brand C,Tuesday,evening,sunny
421,93,5,2022-02-15 05:59:36.237623762,18,female,Cardiff,Product 93,Meat,0.5498782923223415,Brand C,Tuesday,evening,cloudy
45,93,2,2022-03-22 06:28:50.333033303,49,female,Edinburgh,Product 93,Meat,0.5498782923223415,Brand C,Tuesday,morning,sunny
45,93,2,2022-11-30 17:57:56.867686768,49,female,Edinburgh,Product 93,Meat,0.5498782923223415,Brand C,Wednesday,afternoon,cloudy
635,93,4,2022-08-22 16:11:57.191719172,70,male,Belfast,Product 93,Meat,0.5498782923223415,Brand C,Monday,afternoon,sunny
359,93,3,2022-02-17 20:01:30.729072907,54,male,Sheffield,Product 93,Meat,0.5498782923223415,Brand C,Thursday,morning,cloudy
985,93,4,2022-09-15 05:28:29.810981096,33,female,Liverpool,Product 93,Meat,0.5498782923223415,Brand C,Thursday,afternoon,rainy
380,93,1,2022-11-08 06:01:37.209720972,52,female,Liverpool,Product 93,Meat,0.5498782923223415,Brand C,Tuesday,afternoon,rainy
916,93,4,2022-11-29 09:38:21.710171016,48,male,Bristol,Product 93,Meat,0.5498782923223415,Brand C,Tuesday,evening,sunny
568,93,5,2022-09-22 01:43:41.422142212,59,male,Manchester,Product 93,Meat,0.5498782923223415,Brand C,Thursday,evening,sunny
258,93,2,2022-12-07 00:14:24.086408640,70,female,Bristol,Product 93,Meat,0.5498782923223415,Brand C,Wednesday,morning,rainy
822,93,2,2022-03-03 03:47:41.206120612,38,female,Manchester,Product 93,Meat,0.5498782923223415,Brand C,Thursday,morning,rainy
827,93,4,2022-05-06 13:20:51.845184518,42,male,Glasgow,Product 93,Meat,0.5498782923223415,Brand C,Friday,morning,cloudy
956,93,3,2022-08-09 14:32:43.636363636,46,female,Southampton,Product 93,Meat,0.5498782923223415,Brand C,Tuesday,morning,cloudy
678,93,4,2022-05-20 21:34:50.009000900,64,male,Leeds,Product 93,Meat,0.5498782923223415,Brand C,Friday,evening,rainy
425,93,5,2022-03-28 15:22:33.375337533,26,female,Leeds,Product 93,Meat,0.5498782923223415,Brand C,Monday,afternoon,rainy
500,93,4,2022-07-25 12:50:19.981998198,20,male,Birmingham,Product 93,Meat,0.5498782923223415,Brand C,Monday,evening,sunny
101,93,4,2022-07-04 09:13:35.481548154,42,female,Southampton,Product 93,Meat,0.5498782923223415,Brand C,Monday,evening,cloudy
581,93,1,2022-09-07 04:23:24.140414040,42,female,Glasgow,Product 93,Meat,0.5498782923223415,Brand C,Wednesday,evening,cloudy
250,93,4,2022-07-23 00:33:16.039603960,74,male,Newcastle,Product 93,Meat,0.5498782923223415,Brand C,Saturday,afternoon,sunny
817,93,4,2022-07-22 19:18:44.392439244,60,male,Leeds,Product 93,Meat,0.5498782923223415,Brand C,Friday,evening,cloudy
875,93,2,2022-09-05 22:41:04.806480648,29,female,Newcastle,Product 93,Meat,0.5498782923223415,Brand C,Monday,afternoon,cloudy
360,93,3,2022-07-16 16:31:58.271827182,28,female,Liverpool,Product 93,Meat,0.5498782923223415,Brand C,Saturday,afternoon,rainy
441,93,4,2022-07-22 05:20:00.000000000,51,female,Leeds,Product 93,Meat,0.5498782923223415,Brand C,Friday,morning,sunny
960,93,2,2022-10-09 03:29:15.175517552,21,female,Belfast,Product 93,Meat,0.5498782923223415,Brand C,Sunday,morning,sunny
171,93,3,2022-10-18 02:24:52.709270924,41,male,Edinburgh,Product 93,Meat,0.5498782923223415,Brand C,Tuesday,evening,rainy
941,90,1,2022-01-29 23:27:18.523852385,59,male,Bristol,Product 90,Meat,9.182354879430575,Brand A,Saturday,evening,sunny
891,90,2,2022-08-07 14:29:33.537353736,50,male,Liverpool,Product 90,Meat,9.182354879430575,Brand A,Sunday,evening,sunny
206,90,5,2022-01-01 02:37:15.823582358,65,female,Southampton,Product 90,Meat,9.182354879430575,Brand A,Saturday,evening,cloudy
562,90,2,2022-08-22 11:49:50.819081908,45,male,Southampton,Product 90,Meat,9.182354879430575,Brand A,Monday,afternoon,sunny
490,90,1,2022-04-10 07:25:08.910891089,75,female,Southampton,Product 90,Meat,9.182354879430575,Brand A,Sunday,afternoon,rainy
246,90,4,2022-09-10 03:09:31.377137712,23,male,Bristol,Product 90,Meat,9.182354879430575,Brand A,Saturday,afternoon,sunny
161,90,2,2022-08-09 11:03:02.538253824,38,female,Manchester,Product 90,Meat,9.182354879430575,Brand A,Tuesday,morning,rainy
211,90,3,2022-05-27 07:20:58.325832582,56,male,London,Product 90,Meat,9.182354879430575,Brand A,Friday,morning,cloudy
211,90,5,2022-08-16 18:39:42.718271828,56,male,London,Product 90,Meat,9.182354879430575,Brand A,Tuesday,afternoon,cloudy
749,90,3,2022-11-03 08:57:10.423042304,39,female,Glasgow,Product 90,Meat,9.182354879430575,Brand A,Thursday,afternoon,cloudy
679,90,5,2022-05-30 20:05:49.954995498,25,male,Southampton,Product 90,Meat,9.182354879430575,Brand A,Monday,evening,sunny
98,90,2,2022-03-18 05:30:04.860486048,53,male,Bristol,Product 90,Meat,9.182354879430575,Brand A,Friday,evening,sunny
946,90,1,2022-01-14 03:24:04.104410441,78,male,Newcastle,Product 90,Meat,9.182354879430575,Brand A,Friday,evening,cloudy
979,90,4,2022-05-18 04:55:39.693969396,42,male,Manchester,Product 90,Meat,9.182354879430575,Brand A,Wednesday,morning,rainy
979,90,5,2022-09-05 03:27:48.766876688,42,male,Manchester,Product 90,Meat,9.182354879430575,Brand A,Monday,morning,rainy
114,90,3,2022-12-25 12:56:48.820882088,31,male,Belfast,Product 90,Meat,9.182354879430575,Brand A,Sunday,afternoon,rainy
297,90,1,2022-10-11 19:16:00.216021600,76,male,London,Product 90,Meat,9.182354879430575,Brand A,Tuesday,afternoon,rainy
331,90,1,2022-10-21 12:32:28.514851484,43,male,Cardiff,Product 90,Meat,9.182354879430575,Brand A,Friday,evening,sunny
371,90,5,2022-10-04 00:17:51.467146712,68,female,Manchester,Product 90,Meat,9.182354879430575,Brand A,Tuesday,morning,sunny
951,90,3,2022-12-29 20:02:31.215121512,38,male,Southampton,Product 90,Meat,9.182354879430575,Brand A,Thursday,afternoon,rainy
522,90,1,2022-07-22 16:41:28.568856884,43,male,London,Product 90,Meat,9.182354879430575,Brand A,Friday,evening,sunny
369,90,3,2022-09-16 20:47:27.164716472,51,female,Belfast,Product 90,Meat,9.182354879430575,Brand A,Friday,evening,rainy
914,90,5,2022-01-07 18:30:21.062106210,54,male,Edinburgh,Product 90,Meat,9.182354879430575,Brand A,Friday,evening,sunny
870,90,1,2022-02-03 02:10:54.545454545,28,female,Birmingham,Product 90,Meat,9.182354879430575,Brand A,Thursday,morning,cloudy
870,90,1,2022-07-22 20:11:09.666966696,28,female,Birmingham,Product 90,Meat,9.182354879430575,Brand A,Friday,evening,sunny
85,90,4,2022-12-12 06:03:03.618361836,52,female,Manchester,Product 90,Meat,9.182354879430575,Brand A,Monday,morning,cloudy
124,90,1,2022-01-08 09:21:30.729072907,41,female,Bristol,Product 90,Meat,9.182354879430575,Brand A,Saturday,morning,cloudy
836,90,2,2022-07-24 10:37:41.746174616,57,male,Nottingham,Product 90,Meat,9.182354879430575,Brand A,Sunday,afternoon,cloudy
225,90,4,2022-05-25 17:46:51.521152114,20,female,Cardiff,Product 90,Meat,9.182354879430575,Brand A,Wednesday,evening,cloudy
864,90,4,2022-03-08 08:43:55.463546354,43,female,Edinburgh,Product 90,Meat,9.182354879430575,Brand A,Tuesday,evening,cloudy
493,90,5,2022-01-16 03:27:14.203420342,52,female,Nottingham,Product 90,Meat,9.182354879430575,Brand A,Sunday,morning,sunny
269,90,2,2022-04-29 16:13:14.959495950,78,male,Belfast,Product 90,Meat,9.182354879430575,Brand A,Friday,evening,sunny
711,90,2,2022-03-05 01:13:35.481548155,43,female,Leeds,Product 90,Meat,9.182354879430575,Brand A,Saturday,afternoon,cloudy
881,90,4,2022-05-10 14:19:37.317731772,78,male,Cardiff,Product 90,Meat,9.182354879430575,Brand A,Tuesday,afternoon,rainy
320,90,4,2022-12-06 11:08:04.968496848,18,male,Glasgow,Product 90,Meat,9.182354879430575,Brand A,Tuesday,evening,cloudy
948,90,2,2022-01-31 05:09:37.857785778,50,female,Birmingham,Product 90,Meat,9.182354879430575,Brand A,Monday,afternoon,rainy
348,90,5,2022-03-22 09:06:06.156615661,34,female,Leeds,Product 90,Meat,9.182354879430575,Brand A,Tuesday,evening,cloudy
181,90,5,2022-11-19 15:29:28.136813680,42,male,Birmingham,Product 90,Meat,9.182354879430575,Brand A,Saturday,evening,cloudy
46,90,3,2022-09-09 01:49:18.415841584,61,male,Birmingham,Product 90,Meat,9.182354879430575,Brand A,Friday,afternoon,sunny
502,90,5,2022-04-22 07:44:09.504950494,44,female,Manchester,Product 90,Meat,9.182354879430575,Brand A,Friday,evening,rainy
650,90,2,2022-05-03 07:35:22.412241224,69,female,Glasgow,Product 90,Meat,9.182354879430575,Brand A,Tuesday,afternoon,cloudy
612,90,5,2022-01-27 05:03:17.659765976,78,female,Manchester,Product 90,Meat,9.182354879430575,Brand A,Thursday,morning,rainy
417,90,2,2022-09-20 13:54:25.166516652,74,female,Bristol,Product 90,Meat,9.182354879430575,Brand A,Tuesday,afternoon,rainy
643,90,2,2022-09-26 17:33:36.561656164,74,male,Southampton,Product 90,Meat,9.182354879430575,Brand A,Monday,afternoon,cloudy
798,90,3,2022-09-23 05:41:10.207020700,70,male,Belfast,Product 90,Meat,9.182354879430575,Brand A,Friday,morning,cloudy
752,90,2,2022-04-25 20:29:01.134113410,64,female,Nottingham,Product 90,Meat,9.182354879430575,Brand A,Monday,morning,sunny
286,90,1,2022-01-27 01:33:36.561656165,51,male,Liverpool,Product 90,Meat,9.182354879430575,Brand A,Thursday,afternoon,rainy
304,90,2,2022-08-27 21:08:11.449144912,54,male,Manchester,Product 90,Meat,9.182354879430575,Brand A,Saturday,evening,sunny
23,90,2,2022-07-16 05:10:29.702970296,50,male,Birmingham,Product 90,Meat,9.182354879430575,Brand A,Saturday,afternoon,rainy
638,90,3,2022-02-23 00:57:44.986498650,24,male,Manchester,Product 90,Meat,9.182354879430575,Brand A,Wednesday,afternoon,sunny
638,90,5,2022-05-10 03:50:34.023402340,24,male,Manchester,Product 90,Meat,9.182354879430575,Brand A,Tuesday,afternoon,sunny
759,90,2,2022-09-01 21:42:19.333933392,27,female,Edinburgh,Product 90,Meat,9.182354879430575,Brand A,Thursday,morning,sunny
479,90,1,2022-03-18 22:06:05.076507650,66,male,Edinburgh,Product 90,Meat,9.182354879430575,Brand A,Friday,morning,sunny
310,90,5,2022-09-06 13:32:14.473447344,24,male,Liverpool,Product 90,Meat,9.182354879430575,Brand A,Tuesday,afternoon,rainy
91,90,5,2022-10-21 10:47:37.965796580,46,male,Bristol,Product 90,Meat,9.182354879430575,Brand A,Friday,afternoon,rainy
455,90,3,2022-01-30 09:56:21.818181818,19,female,Manchester,Product 90,Meat,9.182354879430575,Brand A,Sunday,morning,cloudy
700,90,3,2022-11-29 00:54:08.964896488,26,male,Edinburgh,Product 90,Meat,9.182354879430575,Brand A,Tuesday,evening,sunny
620,90,1,2022-05-06 17:42:58.217821782,32,female,Cardiff,Product 90,Meat,9.182354879430575,Brand A,Friday,afternoon,cloudy
624,90,5,2022-06-17 03:05:55.355535552,41,male,Bristol,Product 90,Meat,9.182354879430575,Brand A,Friday,afternoon,rainy
168,90,5,2022-01-27 20:46:52.601260126,60,female,Cardiff,Product 90,Meat,9.182354879430575,Brand A,Thursday,afternoon,sunny
168,90,4,2022-11-23 07:44:00.864086408,60,female,Cardiff,Product 90,Meat,9.182354879430575,Brand A,Wednesday,morning,rainy
43,90,2,2022-11-18 12:24:24.626462644,45,male,Manchester,Product 90,Meat,9.182354879430575,Brand A,Friday,afternoon,sunny
71,90,5,2022-09-14 08:30:23.222322232,18,male,Leeds,Product 90,Meat,9.182354879430575,Brand A,Wednesday,morning,rainy
6,90,3,2022-11-03 15:56:32.619261924,37,female,London,Product 90,Meat,9.182354879430575,Brand A,Thursday,evening,rainy
198,90,5,2022-06-11 13:25:28.352835282,47,female,Manchester,Product 90,Meat,9.182354879430575,Brand A,Saturday,morning,cloudy
10,90,3,2022-08-05 13:33:58.163816380,20,female,Manchester,Product 90,Meat,9.182354879430575,Brand A,Friday,evening,rainy
382,90,4,2022-05-28 05:11:30.189018902,40,female,Belfast,Product 90,Meat,9.182354879430575,Brand A,Saturday,evening,rainy
293,90,4,2022-09-05 12:12:01.512151216,80,female,Manchester,Product 90,Meat,9.182354879430575,Brand A,Monday,afternoon,rainy
704,90,1,2022-12-18 07:57:24.464446444,48,female,Edinburgh,Product 90,Meat,9.182354879430575,Brand A,Sunday,evening,cloudy
133,90,1,2022-11-13 02:13:38.721872184,55,male,Liverpool,Product 90,Meat,9.182354879430575,Brand A,Sunday,afternoon,sunny
657,90,1,2022-09-05 10:27:10.963096308,19,male,Cardiff,Product 90,Meat,9.182354879430575,Brand A,Monday,afternoon,cloudy
629,90,1,2022-10-06 16:57:01.782178216,72,male,Nottingham,Product 90,Meat,9.182354879430575,Brand A,Thursday,afternoon,rainy
143,90,5,2022-02-03 17:54:29.486948694,65,male,Edinburgh,Product 90,Meat,9.182354879430575,Brand A,Thursday,evening,cloudy
807,90,1,2022-11-18 01:55:21.332133212,28,male,Belfast,Product 90,Meat,9.182354879430575,Brand A,Friday,morning,rainy
454,90,5,2022-06-21 18:03:25.220522052,65,female,Newcastle,Product 90,Meat,9.182354879430575,Brand A,Tuesday,evening,rainy
593,90,5,2022-03-14 17:37:38.505850585,45,male,Glasgow,Product 90,Meat,9.182354879430575,Brand A,Monday,evening,sunny
73,90,1,2022-11-24 11:41:29.648964896,70,male,Southampton,Product 90,Meat,9.182354879430575,Brand A,Thursday,afternoon,cloudy
378,90,4,2022-07-07 10:36:58.541854184,18,female,Bristol,Product 90,Meat,9.182354879430575,Brand A,Thursday,morning,cloudy
567,90,2,2022-09-20 04:17:47.146714672,18,female,London,Product 90,Meat,9.182354879430575,Brand A,Tuesday,morning,cloudy
203,90,3,2022-03-24 10:54:06.804680468,61,female,Nottingham,Product 90,Meat,9.182354879430575,Brand A,Thursday,morning,sunny
289,90,5,2022-08-14 13:22:00.972097208,76,female,Sheffield,Product 90,Meat,9.182354879430575,Brand A,Sunday,evening,rainy
884,90,4,2022-06-13 18:43:10.099009900,74,male,Birmingham,Product 90,Meat,9.182354879430575,Brand A,Monday,afternoon,cloudy
53,90,5,2022-04-03 02:25:44.554455445,62,male,London,Product 90,Meat,9.182354879430575,Brand A,Sunday,afternoon,rainy
659,90,4,2022-11-06 08:35:42.934293428,52,male,London,Product 90,Meat,9.182354879430575,Brand A,Sunday,afternoon,rainy
345,90,5,2022-11-27 05:13:05.238523852,80,female,Glasgow,Product 90,Meat,9.182354879430575,Brand A,Sunday,morning,cloudy
345,90,4,2022-12-22 06:18:54.113411340,80,female,Glasgow,Product 90,Meat,9.182354879430575,Brand A,Thursday,evening,sunny
424,90,3,2022-11-09 02:59:43.798379836,41,male,Liverpool,Product 90,Meat,9.182354879430575,Brand A,Wednesday,evening,sunny
28,90,2,2022-10-30 00:59:02.754275428,56,male,Liverpool,Product 90,Meat,9.182354879430575,Brand A,Sunday,afternoon,sunny
774,90,5,2022-07-01 19:11:40.990099010,32,female,Birmingham,Product 90,Meat,9.182354879430575,Brand A,Friday,evening,rainy
611,90,1,2022-12-08 04:11:52.871287128,71,female,Leeds,Product 90,Meat,9.182354879430575,Brand A,Thursday,afternoon,rainy
76,90,1,2022-02-22 07:29:19.495949595,22,female,Newcastle,Product 90,Meat,9.182354879430575,Brand A,Tuesday,evening,sunny
76,90,5,2022-04-10 02:10:37.263726372,22,female,Newcastle,Product 90,Meat,9.182354879430575,Brand A,Sunday,afternoon,rainy
710,90,2,2022-03-02 07:41:59.891989199,76,male,Leeds,Product 90,Meat,9.182354879430575,Brand A,Wednesday,morning,cloudy
906,90,1,2022-09-13 05:25:19.711971196,42,male,Bristol,Product 90,Meat,9.182354879430575,Brand A,Tuesday,afternoon,rainy
178,90,5,2022-08-24 15:22:42.016201620,26,male,Birmingham,Product 90,Meat,9.182354879430575,Brand A,Wednesday,afternoon,sunny
853,90,2,2022-03-22 23:04:50.549054905,65,male,Newcastle,Product 90,Meat,9.182354879430575,Brand A,Tuesday,afternoon,sunny
325,90,3,2022-05-04 02:48:38.451845184,24,male,Birmingham,Product 90,Meat,9.182354879430575,Brand A,Wednesday,afternoon,rainy
406,90,3,2022-03-04 07:45:09.990999100,80,male,Manchester,Product 90,Meat,9.182354879430575,Brand A,Friday,evening,rainy
732,90,3,2022-08-12 19:25:47.794779476,62,female,Bristol,Product 90,Meat,9.182354879430575,Brand A,Friday,afternoon,sunny
554,90,3,2022-09-27 20:38:40.072007200,61,male,Cardiff,Product 90,Meat,9.182354879430575,Brand A,Tuesday,morning,rainy
569,90,1,2022-12-28 04:43:33.861386136,67,female,Edinburgh,Product 90,Meat,9.182354879430575,Brand A,Wednesday,morning,rainy
346,90,5,2022-05-12 16:07:37.965796580,43,female,Glasgow,Product 90,Meat,9.182354879430575,Brand A,Thursday,morning,sunny
495,90,4,2022-07-08 18:56:33.699369936,20,female,Liverpool,Product 90,Meat,9.182354879430575,Brand A,Friday,morning,cloudy
779,90,3,2022-07-28 17:43:24.140414040,39,male,Leeds,Product 90,Meat,9.182354879430575,Brand A,Thursday,morning,rainy
516,90,3,2022-05-17 08:49:58.379837984,60,female,Liverpool,Product 90,Meat,9.182354879430575,Brand A,Tuesday,afternoon,cloudy
80,90,5,2022-03-31 04:32:02.592259226,64,male,Belfast,Product 90,Meat,9.182354879430575,Brand A,Thursday,evening,sunny
677,90,3,2022-07-19 17:55:21.332133212,66,male,Liverpool,Product 90,Meat,9.182354879430575,Brand A,Tuesday,afternoon,sunny
705,90,1,2022-07-09 08:02:52.817281728,21,male,Edinburgh,Product 90,Meat,9.182354879430575,Brand A,Saturday,afternoon,cloudy
296,90,2,2022-05-18 02:18:23.870387038,80,female,Sheffield,Product 90,Meat,9.182354879430575,Brand A,Wednesday,evening,cloudy
819,90,5,2022-05-07 02:27:10.963096310,45,male,Manchester,Product 90,Meat,9.182354879430575,Brand A,Saturday,evening,rainy
905,90,4,2022-08-29 08:05:02.430243024,80,female,Glasgow,Product 90,Meat,9.182354879430575,Brand A,Monday,afternoon,rainy
941,3,4,2022-03-14 07:08:35.211521152,59,male,Bristol,Product 3,Meat,4.555004295399347,Brand B,Monday,evening,rainy
47,3,4,2022-05-03 13:42:19.333933392,38,male,Leeds,Product 3,Meat,4.555004295399347,Brand B,Tuesday,evening,cloudy
47,3,3,2022-12-21 07:35:56.975697568,38,male,Leeds,Product 3,Meat,4.555004295399347,Brand B,Wednesday,afternoon,cloudy
264,3,5,2022-10-08 05:38:43.312331232,43,female,Bristol,Product 3,Meat,4.555004295399347,Brand B,Saturday,morning,cloudy
