user_id,product_id,quantity,timestamp,age,gender,location,product_name,category,price,brand,shelf_life,usual_storage,day_of_week,time_of_day,weather
236,62,1,2022-06-05 00:09:38.937893788,56,female,Sheffield,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,afternoon,cloudy
992,62,3,2022-12-04 22:26:23.438343832,40,male,Belfast,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,afternoon,sunny
743,62,1,2022-02-02 15:41:51.251125112,25,female,Glasgow,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Wednesday,afternoon,rainy
301,62,3,2022-01-19 21:26:37.479747974,62,female,Nottingham,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Wednesday,evening,sunny
510,62,2,2022-11-29 07:53:31.161116112,27,male,Edinburgh,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Tuesday,evening,sunny
512,62,4,2022-10-22 14:45:06.750675068,52,male,Liverpool,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Saturday,evening,sunny
974,62,3,2022-09-26 09:41:49.090909088,65,female,Sheffield,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Monday,evening,cloudy
98,62,5,2022-09-26 11:26:39.639963996,25,male,Glasgow,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Monday,afternoon,cloudy
876,62,5,2022-12-11 18:41:35.049504948,79,male,Edinburgh,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,morning,rainy
593,62,5,2022-12-20 18:29:37.857785776,45,male,Southampton,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Tuesday,evening,cloudy
349,62,4,2022-01-09 12:26:34.239423942,29,male,Sheffield,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,evening,rainy
349,62,2,2022-08-18 13:28:21.170117012,29,male,Sheffield,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Thursday,afternoon,sunny
810,62,3,2022-05-11 23:31:37.749774976,65,male,Leeds,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Wednesday,afternoon,rainy
904,62,4,2022-12-03 04:30:10.261026100,39,male,Sheffield,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Saturday,morning,sunny
204,62,3,2022-03-03 04:40:06.480648065,27,male,Cardiff,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Thursday,evening,rainy
47,62,2,2022-09-10 23:15:12.691269124,30,male,Sheffield,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Saturday,afternoon,sunny
595,62,5,2022-08-28 23:20:49.684968496,22,male,Liverpool,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,evening,cloudy
308,62,1,2022-12-07 01:06:49.360936092,76,male,Sheffield,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Wednesday,morning,sunny
823,62,4,2022-03-18 02:00:23.762376237,42,female,Bristol,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Friday,afternoon,sunny
122,62,4,2022-05-14 00:27:13.123312330,53,female,Nottingham,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Saturday,evening,cloudy
322,62,5,2022-07-05 07:04:07.344734472,48,male,Birmingham,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Tuesday,evening,rainy
751,62,5,2022-01-12 21:41:44.770477047,21,male,Glasgow,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Wednesday,afternoon,sunny
395,62,2,2022-05-28 13:03:17.659765976,38,male,Birmingham,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Saturday,morning,sunny
679,62,5,2022-01-13 12:32:54.437443744,80,female,Cardiff,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Thursday,evening,sunny
683,62,1,2022-04-15 09:44:07.344734472,51,male,Liverpool,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Friday,morning,cloudy
56,62,4,2022-11-02 23:20:32.403240324,74,female,Belfast,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Wednesday,afternoon,sunny
928,62,1,2022-01-23 15:26:00.756075607,36,male,Newcastle,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,evening,cloudy
928,62,3,2022-02-10 12:24:50.549054905,36,male,Newcastle,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Thursday,morning,rainy
128,62,1,2022-10-19 17:43:50.063006300,69,male,Bristol,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Wednesday,morning,rainy
558,62,2,2022-07-06 04:02:13.933393338,56,male,Cardiff,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Wednesday,evening,cloudy
728,62,1,2022-09-21 12:37:22.304230420,72,male,Newcastle,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Wednesday,evening,sunny
84,62,1,2022-01-16 15:41:08.046804680,22,female,Sheffield,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,afternoon,rainy
689,62,3,2022-06-15 14:24:13.825382538,56,male,London,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Wednesday,morning,cloudy
543,62,1,2022-02-02 16:34:16.525652565,32,male,Edinburgh,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Wednesday,evening,sunny
51,62,5,2022-06-19 07:31:11.827182718,31,male,Manchester,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,evening,sunny
640,62,5,2022-09-04 10:51:48.550855084,24,male,Manchester,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,evening,cloudy
936,62,2,2022-01-19 12:42:24.734473447,71,female,Bristol,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Wednesday,morning,cloudy
778,62,2,2022-12-02 08:24:28.946894688,74,female,Glasgow,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Friday,afternoon,sunny
924,62,2,2022-03-07 04:46:26.678667867,36,female,Manchester,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Monday,morning,rainy
682,62,4,2022-01-23 16:18:26.030603060,19,male,Cardiff,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,morning,sunny
779,62,1,2022-08-01 08:13:06.318631864,21,female,Manchester,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Monday,morning,cloudy
959,62,3,2022-09-12 19:48:41.692169216,59,male,Manchester,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Monday,evening,sunny
478,62,4,2022-09-24 07:01:23.168316832,62,female,Southampton,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Saturday,afternoon,cloudy
792,62,2,2022-11-22 01:09:16.255625560,42,female,Sheffield,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Tuesday,afternoon,rainy
616,62,4,2022-05-20 05:51:15.067506750,22,male,Liverpool,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Friday,afternoon,cloudy
517,62,2,2022-03-09 12:41:24.248424842,66,male,Bristol,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Wednesday,afternoon,rainy
498,62,4,2022-01-28 02:01:24.248424842,29,female,Bristol,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Friday,evening,sunny
926,62,5,2022-03-14 22:52:10.153015301,77,male,London,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Monday,evening,rainy
631,62,2,2022-02-02 00:50:41.584158415,68,female,Cardiff,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Wednesday,afternoon,sunny
182,62,1,2022-10-08 02:09:02.214221420,77,male,Liverpool,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Saturday,evening,rainy
34,62,5,2022-09-19 12:34:12.205220520,20,female,Cardiff,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Monday,afternoon,rainy
864,62,5,2022-04-21 07:16:21.818181818,77,female,Southampton,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Thursday,evening,rainy
772,62,1,2022-06-04 18:55:07.290729072,72,male,Southampton,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Saturday,afternoon,cloudy
770,62,2,2022-06-03 09:43:06.858685868,29,male,Nottingham,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Friday,evening,rainy
468,62,4,2022-04-27 10:55:33.213321332,42,male,Southampton,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Wednesday,evening,rainy
972,62,4,2022-06-30 21:21:09.126912690,24,male,Glasgow,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Thursday,afternoon,rainy
126,62,5,2022-04-16 00:35:17.011701170,78,female,Nottingham,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Saturday,afternoon,rainy
620,62,2,2022-06-16 02:38:07.668766876,77,male,Nottingham,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Thursday,evening,cloudy
606,62,3,2022-03-10 04:24:59.189918992,39,female,Belfast,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Thursday,afternoon,sunny
359,62,3,2022-06-19 02:16:40.180018002,66,female,Nottingham,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,morning,rainy
731,62,5,2022-05-31 15:19:05.994599460,63,male,Nottingham,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Tuesday,evening,sunny
756,62,2,2022-10-30 18:27:28.244824480,68,male,Leeds,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,evening,sunny
533,62,2,2022-09-13 16:46:48.280828080,29,female,Manchester,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Tuesday,evening,sunny
965,62,4,2022-04-04 00:16:16.417641764,60,female,Southampton,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Monday,evening,rainy
25,62,4,2022-12-12 20:01:48.010801080,32,male,Southampton,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Monday,evening,rainy
455,62,4,2022-05-29 21:22:52.817281728,73,female,Belfast,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,evening,sunny
41,62,3,2022-08-11 00:37:09.342934292,39,female,Nottingham,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Thursday,evening,rainy
668,62,1,2022-06-20 14:05:56.435643564,62,male,Belfast,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Monday,morning,rainy
824,62,5,2022-03-03 21:16:06.696669667,56,male,Bristol,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Thursday,afternoon,cloudy
426,62,5,2022-09-20 17:24:06.264626460,36,male,Sheffield,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Tuesday,evening,rainy
925,62,4,2022-03-09 13:33:49.522952295,36,female,Leeds,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Wednesday,afternoon,sunny
470,62,3,2022-04-10 20:31:28.028802880,50,female,Bristol,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,evening,sunny
673,62,3,2022-08-18 16:58:02.268226820,75,female,Bristol,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Thursday,evening,cloudy
822,62,4,2022-03-08 10:28:46.012601260,43,male,Manchester,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Tuesday,afternoon,rainy
835,62,1,2022-03-13 19:47:06.642664266,31,female,Liverpool,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,afternoon,sunny
223,62,2,2022-07-03 14:52:44.716471646,79,male,Bristol,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,afternoon,rainy
697,62,4,2022-07-12 16:25:38.073807380,38,female,Birmingham,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Tuesday,evening,cloudy
337,62,4,2022-12-05 22:54:11.125112508,28,female,Birmingham,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Monday,morning,sunny
230,62,4,2022-08-25 01:51:45.310531052,36,male,Belfast,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Thursday,afternoon,rainy
157,62,2,2022-07-10 08:30:40.504050404,60,male,Cardiff,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,afternoon,sunny
198,62,4,2022-07-05 04:26:51.521152114,57,female,Belfast,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Tuesday,afternoon,sunny
380,62,3,2022-09-15 13:20:17.281728172,64,male,Glasgow,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Thursday,morning,cloudy
238,62,2,2022-12-04 06:42:48.496849684,79,male,Edinburgh,Product 62,Bakery,9.146205903124626,Brand A,11,Refrigerator,Sunday,evening,sunny
589,1,3,2022-01-06 05:48:39.531953195,39,male,Glasgow,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Thursday,morning,rainy
785,1,2,2022-01-29 03:21:37.209720972,48,female,Southampton,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Saturday,evening,sunny
229,1,4,2022-01-01 19:13:16.039603960,57,female,Bristol,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Saturday,evening,rainy
456,1,2,2022-09-15 17:42:23.654365436,71,female,Birmingham,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Thursday,morning,sunny
454,1,5,2022-07-29 19:03:37.101710172,54,male,Glasgow,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,morning,rainy
561,1,1,2022-05-06 22:05:04.590459046,66,female,Southampton,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,evening,cloudy
373,1,5,2022-09-28 06:15:18.091809180,58,male,Newcastle,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Wednesday,morning,cloudy
134,1,4,2022-06-27 06:51:26.948694868,73,female,Newcastle,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Monday,evening,sunny
372,1,2,2022-04-27 04:48:36.291629162,68,male,Bristol,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Wednesday,afternoon,rainy
394,1,3,2022-04-20 04:11:18.307830782,73,female,Glasgow,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Wednesday,morning,rainy
236,1,3,2022-03-18 00:15:33.213321332,56,female,Sheffield,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,morning,cloudy
289,1,5,2022-02-16 03:50:08.100810081,78,female,Leeds,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Wednesday,evening,sunny
987,1,5,2022-03-23 04:19:22.196219622,66,male,Leeds,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Wednesday,evening,rainy
504,1,2,2022-01-12 19:04:28.946894689,27,female,London,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Wednesday,evening,rainy
150,1,4,2022-05-28 09:33:36.561656164,49,female,Bristol,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Saturday,evening,cloudy
692,1,3,2022-01-23 02:19:41.638163816,58,male,Birmingham,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Sunday,afternoon,rainy
827,1,4,2022-01-07 15:00:39.963996399,65,male,Sheffield,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,morning,sunny
953,1,4,2022-08-07 14:29:33.537353736,48,male,Liverpool,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Sunday,morning,cloudy
112,1,2,2022-09-11 13:13:57.083708368,70,female,Manchester,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Sunday,morning,rainy
215,1,1,2022-12-22 23:47:19.603960396,67,female,Nottingham,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Thursday,evening,cloudy
761,1,5,2022-08-24 15:22:42.016201620,67,female,Belfast,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Wednesday,morning,cloudy
840,1,1,2022-06-29 21:45:46.714671466,66,female,Edinburgh,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Wednesday,morning,sunny
810,1,5,2022-05-09 19:58:46.552655264,65,male,Leeds,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Monday,morning,rainy
580,1,2,2022-02-27 01:04:05.184518452,51,male,Southampton,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Sunday,afternoon,cloudy
881,1,3,2022-09-26 07:56:58.541854184,66,female,Birmingham,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Monday,evening,rainy
463,1,1,2022-09-15 15:05:07.830783076,39,male,Southampton,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Thursday,afternoon,rainy
476,1,5,2022-04-12 01:21:22.088208820,79,male,Manchester,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Tuesday,evening,sunny
649,1,3,2022-04-14 19:45:22.952295229,68,male,Liverpool,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Thursday,morning,cloudy
649,1,2,2022-11-11 21:23:44.662466244,68,male,Liverpool,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,afternoon,rainy
54,1,5,2022-10-14 23:16:39.099909988,29,female,Belfast,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,afternoon,rainy
412,1,4,2022-07-03 20:59:41.638163816,45,female,Leeds,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Sunday,morning,rainy
969,1,2,2022-07-11 01:59:05.994599460,29,female,Manchester,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Monday,evening,sunny
49,1,3,2022-03-13 18:02:16.093609361,37,female,Belfast,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Sunday,morning,rainy
128,1,5,2022-03-10 05:17:24.464446444,69,male,Bristol,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Thursday,evening,cloudy
872,1,4,2022-01-28 11:38:02.268226822,58,male,Newcastle,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,afternoon,rainy
524,1,2,2022-12-30 02:09:28.136813680,28,male,Southampton,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,morning,cloudy
265,1,1,2022-12-20 05:23:18.739873984,33,male,Manchester,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Tuesday,morning,rainy
545,1,1,2022-10-28 06:10:24.302430240,41,male,Edinburgh,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,afternoon,sunny
538,1,4,2022-07-04 05:43:54.383438344,45,female,Manchester,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Monday,afternoon,sunny
538,1,1,2022-07-04 12:43:16.579657964,45,female,Manchester,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Monday,morning,rainy
496,1,4,2022-01-19 16:12:05.832583258,70,female,Edinburgh,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Wednesday,evening,cloudy
851,1,4,2022-08-31 20:22:06.372637264,80,female,London,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Wednesday,evening,rainy
304,1,1,2022-07-02 19:39:28.676867686,40,female,Belfast,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Saturday,afternoon,cloudy
572,1,1,2022-02-04 09:38:04.428442844,31,female,Birmingham,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,morning,rainy
73,1,4,2022-01-22 03:36:44.500450045,75,male,Sheffield,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Saturday,morning,cloudy
334,1,5,2022-07-18 01:43:58.703870386,21,female,Liverpool,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Monday,morning,cloudy
959,1,2,2022-12-16 09:39:04.914491448,59,male,Manchester,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,evening,cloudy
841,1,5,2022-07-17 13:30:04.860486048,69,female,Belfast,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Sunday,evening,sunny
787,1,2,2022-11-20 12:27:34.725472544,41,female,Newcastle,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Sunday,evening,rainy
498,1,1,2022-08-20 11:46:40.720072008,29,female,Bristol,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Saturday,afternoon,cloudy
498,1,3,2022-09-12 12:49:19.495949592,29,female,Bristol,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Monday,morning,rainy
790,1,5,2022-10-10 12:41:15.607560756,34,male,Southampton,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Monday,afternoon,cloudy
621,1,1,2022-06-02 14:29:50.819081908,32,male,Liverpool,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Thursday,evening,cloudy
631,1,4,2022-11-14 10:33:13.879387936,68,female,Cardiff,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Monday,evening,rainy
878,1,2,2022-02-23 17:33:45.202520252,23,female,Newcastle,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Wednesday,evening,sunny
177,1,2,2022-10-31 16:18:00.108010800,25,female,Manchester,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Monday,evening,rainy
871,1,2,2022-06-27 12:58:23.870387038,41,male,Nottingham,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Monday,morning,sunny
721,1,1,2022-09-06 13:32:14.473447344,60,female,Bristol,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Tuesday,afternoon,sunny
72,1,5,2022-12-19 19:46:40.720072004,36,male,Leeds,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Monday,morning,rainy
327,1,3,2022-04-12 05:43:28.460846084,54,female,Liverpool,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Tuesday,morning,rainy
28,1,5,2022-09-16 04:11:26.948694868,41,male,Liverpool,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,morning,sunny
291,1,4,2022-08-19 19:10:40.504050404,73,female,Cardiff,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,afternoon,rainy
188,1,1,2022-12-20 16:44:47.308730872,65,male,Southampton,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Tuesday,afternoon,sunny
359,1,4,2022-04-16 07:34:39.207920792,66,female,Nottingham,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Saturday,evening,cloudy
718,1,3,2022-06-23 10:14:47.848784878,53,female,Belfast,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Thursday,afternoon,sunny
360,1,2,2022-07-21 11:51:34.509450944,67,female,Nottingham,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Thursday,morning,cloudy
950,1,2,2022-03-29 12:20:39.963996399,69,male,Sheffield,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Tuesday,evening,cloudy
62,1,4,2022-05-22 23:22:50.657065706,40,male,Newcastle,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Sunday,evening,rainy
435,1,5,2022-02-18 19:36:53.141314131,76,female,Nottingham,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,evening,sunny
435,1,2,2022-12-20 15:52:22.034203420,76,female,Nottingham,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Tuesday,evening,cloudy
533,1,2,2022-04-15 07:59:16.795679568,29,female,Manchester,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,morning,rainy
410,1,5,2022-12-16 11:23:55.463546352,32,male,London,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,morning,sunny
668,1,1,2022-05-03 06:42:57.137713770,62,male,Belfast,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Tuesday,afternoon,cloudy
488,1,2,2022-10-17 00:12:14.473447344,25,male,Liverpool,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Monday,afternoon,cloudy
158,1,2,2022-08-16 16:54:52.169216920,78,male,Belfast,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Tuesday,evening,cloudy
59,1,4,2022-04-23 00:20:09.720972096,61,male,Liverpool,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Saturday,evening,cloudy
767,1,2,2022-03-03 13:24:19.225922592,28,female,Nottingham,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Thursday,evening,rainy
320,1,2,2022-07-20 05:16:49.900990098,73,male,Sheffield,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Wednesday,evening,sunny
445,1,4,2022-10-29 17:07:15.283528352,58,male,Nottingham,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Saturday,evening,cloudy
391,1,5,2022-11-28 22:16:53.141314128,40,female,Cardiff,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Monday,afternoon,rainy
121,1,3,2022-05-06 14:13:17.119711970,69,female,Nottingham,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,morning,sunny
687,1,1,2022-12-23 15:30:54.545454544,36,male,Nottingham,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Friday,evening,cloudy
945,1,5,2022-06-16 06:07:48.766876686,18,male,Sheffield,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Thursday,afternoon,rainy
262,1,1,2022-06-20 19:20:28.082808280,62,male,London,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Monday,afternoon,sunny
143,1,5,2022-05-26 01:38:38.991899190,58,female,Southampton,Product 1,Meat,3.789418445873557,Brand B,19,Pantry,Thursday,evening,cloudy
